AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,AMT_ANNUITY
112500.0,94500.0,94500.0,6876.0
135000.0,265500.0,265500.0,22914.0
270000.0,258709.5,234000.0,27580.5
270000.0,343800.0,225000.0,13090.5
135000.0,284400.0,225000.0,18643.5
94500.0,225000.0,225000.0,12204.0
90000.0,269550.0,225000.0,11547.0
225000.0,239850.0,225000.0,22671.0
207000.0,324000.0,324000.0,14400.0
90000.0,306000.0,306000.0,8199.0
103500.0,225000.0,225000.0,11250.0
157500.0,286704.0,247500.0,20520.0
135000.0,284400.0,225000.0,20610.0
112500.0,225000.0,225000.0,23053.5
225000.0,343800.0,225000.0,16852.5
67500.0,66222.0,58500.0,7155.0
135000.0,254799.0,193500.0,16411.5
67500.0,312768.0,270000.0,19030.5
135000.0,270000.0,270000.0,14778.0
157500.0,270000.0,270000.0,13500.0
360000.0,360000.0,360000.0,18000.0
180000.0,45000.0,45000.0,4738.5
121500.0,270000.0,270000.0,32170.5
112500.0,231813.0,193500.0,16614.0
67500.0,269550.0,225000.0,11871.0
135000.0,291915.0,252000.0,26901.0
135000.0,305221.5,252000.0,24246.0
180000.0,286704.0,247500.0,12757.5
54000.0,143910.0,135000.0,14872.5
184500.0,255960.0,202500.0,12577.5
72000.0,227520.0,180000.0,10737.0
112500.0,384048.0,270000.0,18031.5
180000.0,327024.0,270000.0,21420.0
180000.0,325908.0,247500.0,17811.0
94500.0,180000.0,180000.0,17397.0
225000.0,350581.5,333000.0,41737.5
148500.0,104256.0,90000.0,11074.5
103500.0,314100.0,225000.0,13437.0
72000.0,182016.0,144000.0,8982.0
112500.0,175500.0,175500.0,12901.5
67500.0,202500.0,202500.0,10125.0
225000.0,225000.0,225000.0,11250.0
112500.0,291915.0,252000.0,12496.5
225000.0,270000.0,270000.0,13500.0
112500.0,206280.0,135000.0,9747.0
135000.0,180000.0,180000.0,9000.0
67500.0,178213.5,144000.0,13455.0
121500.0,315000.0,315000.0,15151.5
180000.0,360000.0,360000.0,18000.0
67500.0,202500.0,202500.0,10125.0
180000.0,301896.0,252000.0,27819.0
112500.0,270000.0,270000.0,13500.0
90000.0,312768.0,270000.0,16506.0
135000.0,270000.0,270000.0,13500.0
135000.0,94230.0,67500.0,6502.5
121500.0,364896.0,315000.0,22180.5
144000.0,207306.0,148500.0,8910.0
67500.0,89019.0,81000.0,6322.5
135000.0,143910.0,135000.0,15111.0
112500.0,247500.0,247500.0,12168.0
180000.0,279000.0,279000.0,14737.5
90000.0,202500.0,202500.0,10125.0
126000.0,182016.0,144000.0,10579.5
180000.0,180000.0,180000.0,9000.0
112500.0,276903.0,247500.0,23895.0
135000.0,270000.0,270000.0,13783.5
180000.0,157500.0,157500.0,8671.5
112500.0,308133.0,234000.0,20974.5
135000.0,315000.0,315000.0,15750.0
27900.0,225000.0,225000.0,10822.5
76500.0,67500.0,67500.0,4441.5
135000.0,157050.0,112500.0,7047.0
90000.0,387000.0,387000.0,17176.5
72000.0,225000.0,225000.0,22050.0
225000.0,254700.0,225000.0,26874.0
135000.0,247500.0,247500.0,6934.5
112500.0,315000.0,315000.0,20128.5
90000.0,270000.0,270000.0,13500.0
45000.0,135000.0,135000.0,6750.0
54000.0,327024.0,270000.0,21289.5
112500.0,254700.0,225000.0,25321.5
126000.0,254700.0,225000.0,18531.0
180000.0,239850.0,225000.0,25830.0
81000.0,364896.0,315000.0,19926.0
112500.0,61128.0,54000.0,6174.0
180000.0,296280.0,225000.0,23539.5
81000.0,247500.0,247500.0,12766.5
67500.0,148365.0,135000.0,10678.5
117000.0,225000.0,225000.0,8338.5
67500.0,241618.5,229500.0,23895.0
218700.0,213948.0,189000.0,21289.5
58500.0,328365.0,297000.0,18333.0
67500.0,135000.0,135000.0,6750.0
135000.0,127350.0,112500.0,12726.0
40500.0,161730.0,135000.0,11070.0
127125.0,382500.0,382500.0,19125.0
135000.0,381528.0,315000.0,18684.0
315000.0,90000.0,90000.0,6651.0
313650.0,185314.5,153000.0,14638.5
112500.0,270000.0,270000.0,13500.0
135000.0,315000.0,315000.0,16492.5
94500.0,135000.0,135000.0,7065.0
112500.0,225000.0,225000.0,11619.0
135000.0,239850.0,225000.0,23494.5
157500.0,273636.0,247500.0,29164.5
126000.0,135000.0,135000.0,6750.0
157500.0,314100.0,225000.0,17167.5
180000.0,225000.0,225000.0,22050.0
112500.0,284400.0,225000.0,13387.5
67500.0,239850.0,225000.0,23850.0
157500.0,68256.0,54000.0,3312.0
81000.0,81000.0,81000.0,9612.0
135000.0,254700.0,225000.0,20119.5
144000.0,263844.0,189000.0,13468.5
202500.0,348826.5,288000.0,10953.0
112500.0,180000.0,180000.0,9000.0
126000.0,302206.5,229500.0,18391.5
95400.0,135000.0,135000.0,6750.0
90000.0,78192.0,67500.0,8973.0
112500.0,180000.0,180000.0,9000.0
67500.0,247500.0,247500.0,12375.0
225000.0,254700.0,225000.0,24192.0
94500.0,196677.0,184500.0,19287.0
67500.0,283419.0,234000.0,20668.5
405000.0,270000.0,270000.0,13500.0
67500.0,225000.0,225000.0,12334.5
153000.0,121500.0,121500.0,9868.5
40500.0,199467.0,166500.0,14184.0
171000.0,383787.0,328500.0,29830.5
157500.0,269550.0,225000.0,21294.0
247500.0,276277.5,238500.0,21510.0
315000.0,254700.0,225000.0,24192.0
90000.0,225000.0,225000.0,11250.0
67500.0,225000.0,225000.0,22383.0
81000.0,225000.0,225000.0,12334.5
85500.0,286704.0,247500.0,12276.0
157500.0,251091.0,238500.0,23476.5
135000.0,291384.0,270000.0,25056.0
112500.0,254700.0,225000.0,24939.0
99000.0,314100.0,225000.0,13963.5
135000.0,312840.0,247500.0,21037.5
76500.0,135000.0,135000.0,7879.5
90000.0,152820.0,135000.0,15241.5
157500.0,135000.0,135000.0,9148.5
157500.0,225000.0,225000.0,14764.5
135000.0,298512.0,270000.0,17266.5
108000.0,288873.0,238500.0,16258.5
94500.0,292500.0,292500.0,13014.0
112500.0,135000.0,135000.0,14539.5
67500.0,229500.0,229500.0,7713.0
450000.0,135000.0,135000.0,6750.0
180000.0,81504.0,72000.0,9801.0
202500.0,277969.5,229500.0,18706.5
81000.0,270000.0,270000.0,19332.0
135000.0,254700.0,225000.0,26226.0
45000.0,227520.0,180000.0,8302.5
225000.0,239850.0,225000.0,22423.5
90000.0,269550.0,225000.0,21739.5
45000.0,101880.0,90000.0,6763.5
112500.0,364896.0,315000.0,19926.0
112500.0,133528.5,121500.0,10111.5
90000.0,254700.0,225000.0,14350.5
157500.0,382500.0,382500.0,19125.0
126000.0,381528.0,315000.0,22846.5
180000.0,295452.0,261000.0,31950.0
157500.0,266652.0,202500.0,16443.0
76500.0,180000.0,180000.0,9000.0
90000.0,270000.0,270000.0,13500.0
247500.0,202500.0,202500.0,10125.0
139500.0,284400.0,225000.0,19134.0
112500.0,271066.5,234000.0,10174.5
112500.0,315000.0,315000.0,16132.5
67500.0,127350.0,112500.0,13639.5
202500.0,248760.0,225000.0,28134.0
144000.0,119925.0,112500.0,12852.0
81000.0,225000.0,225000.0,11250.0
135000.0,163098.0,153000.0,17253.0
82413.0,225000.0,225000.0,8568.0
112500.0,119925.0,112500.0,11988.0
225000.0,284400.0,225000.0,16011.0
112500.0,270000.0,270000.0,13500.0
49500.0,188685.0,157500.0,8311.5
202500.0,263686.5,238500.0,26208.0
153000.0,225000.0,225000.0,11250.0
166500.0,225000.0,225000.0,10489.5
315000.0,341280.0,270000.0,24961.5
135000.0,270000.0,270000.0,13500.0
117000.0,247500.0,247500.0,17932.5
45000.0,49752.0,45000.0,5350.5
67500.0,45000.0,45000.0,4207.5
90000.0,45000.0,45000.0,4608.0
90000.0,180000.0,180000.0,9000.0
315000.0,305640.0,270000.0,30357.0
76500.0,284400.0,225000.0,13963.5
112500.0,191880.0,180000.0,17883.0
90000.0,270000.0,270000.0,13500.0
67500.0,232438.5,211500.0,21316.5
157500.0,199080.0,157500.0,15858.0
112500.0,315000.0,315000.0,15750.0
157500.0,215640.0,180000.0,11695.5
112500.0,139500.0,139500.0,15151.5
202500.0,361998.0,292500.0,17545.5
99000.0,135000.0,135000.0,6750.0
90000.0,90000.0,90000.0,8766.0
157500.0,254700.0,225000.0,28867.5
90000.0,360000.0,360000.0,20101.5
112500.0,260568.0,247500.0,28192.5
112500.0,247500.0,247500.0,18504.0
121500.0,284031.0,229500.0,14629.5
103500.0,239850.0,225000.0,23494.5
112500.0,254700.0,225000.0,24808.5
108000.0,315000.0,315000.0,15750.0
112500.0,239850.0,225000.0,23494.5
270000.0,354469.5,306000.0,21550.5
144000.0,111384.0,90000.0,8748.0
135000.0,284400.0,225000.0,17527.5
121500.0,247500.0,247500.0,12375.0
126000.0,278712.0,220500.0,22149.0
68400.0,98910.0,90000.0,7011.0
135000.0,180000.0,180000.0,9000.0
112500.0,210456.0,166500.0,16758.0
133492.5,225000.0,225000.0,8338.5
76500.0,275040.0,180000.0,9877.5
90000.0,396000.0,396000.0,28944.0
99000.0,148500.0,148500.0,15345.0
180000.0,225000.0,225000.0,24232.5
90000.0,238500.0,238500.0,20596.5
90000.0,178213.5,144000.0,16474.5
162000.0,238500.0,238500.0,13446.0
202500.0,180000.0,180000.0,9000.0
112500.0,275040.0,180000.0,10008.0
202500.0,323388.0,292500.0,31630.5
157500.0,314100.0,225000.0,16573.5
63000.0,152820.0,135000.0,15241.5
180000.0,239850.0,225000.0,23494.5
62100.0,225000.0,225000.0,22383.0
157500.0,168102.0,148500.0,15844.5
135000.0,317979.0,274500.0,22743.0
180000.0,180000.0,180000.0,9000.0
85950.0,254700.0,225000.0,24939.0
67500.0,95940.0,90000.0,10201.5
153000.0,254700.0,225000.0,14350.5
225000.0,270000.0,270000.0,13500.0
216000.0,112500.0,112500.0,7380.0
157500.0,177903.0,148500.0,14391.0
90000.0,254700.0,225000.0,14220.0
112500.0,225000.0,225000.0,22383.0
67500.0,256500.0,256500.0,17271.0
63000.0,277969.5,229500.0,10111.5
225000.0,157500.0,157500.0,17091.0
67500.0,168102.0,148500.0,20079.0
90000.0,315000.0,315000.0,15750.0
135000.0,284400.0,225000.0,19134.0
40500.0,85320.0,67500.0,4891.5
157500.0,180000.0,180000.0,9000.0
112500.0,338832.0,292500.0,15052.5
67500.0,152820.0,135000.0,12073.5
112500.0,315000.0,315000.0,15750.0
72000.0,225000.0,225000.0,12564.0
67500.0,180000.0,180000.0,9000.0
157500.0,337500.0,337500.0,16875.0
76500.0,180000.0,180000.0,9000.0
45000.0,240660.0,157500.0,8775.0
180000.0,269550.0,225000.0,23265.0
90000.0,270000.0,270000.0,13500.0
157500.0,67500.0,67500.0,7087.5
157500.0,229500.0,229500.0,24714.0
99000.0,193500.0,193500.0,15417.0
90000.0,47970.0,45000.0,4873.5
202500.0,284400.0,225000.0,16456.5
202500.0,165915.0,126000.0,12204.0
162000.0,286704.0,247500.0,15682.5
202500.0,171900.0,112500.0,8491.5
112500.0,225000.0,225000.0,11250.0
157500.0,180000.0,180000.0,9000.0
90000.0,101880.0,90000.0,9702.0
90000.0,270000.0,270000.0,10179.0
153000.0,225000.0,225000.0,11250.0
112500.0,312768.0,270000.0,13905.0
225000.0,180000.0,180000.0,9000.0
112500.0,180000.0,180000.0,9000.0
90000.0,247500.0,247500.0,12375.0
58500.0,248760.0,225000.0,29650.5
37350.0,163512.0,135000.0,10449.0
112500.0,66222.0,58500.0,7083.0
72000.0,157050.0,112500.0,8352.0
126000.0,180000.0,180000.0,9000.0
108000.0,136512.0,108000.0,9018.0
261000.0,273636.0,247500.0,25713.0
112500.0,247275.0,225000.0,19417.5
67500.0,156384.0,135000.0,16024.5
135000.0,225000.0,225000.0,6579.0
135000.0,270000.0,270000.0,13500.0
207000.0,81000.0,81000.0,5314.5
90000.0,269550.0,225000.0,12001.5
135000.0,239850.0,225000.0,25960.5
90000.0,225000.0,225000.0,6066.0
103500.0,255960.0,202500.0,14823.0
112500.0,364896.0,315000.0,16069.5
112500.0,219042.0,193500.0,21793.5
90000.0,135000.0,135000.0,8154.0
36000.0,76410.0,67500.0,4396.5
121500.0,180000.0,180000.0,9000.0
225000.0,180000.0,180000.0,19030.5
81000.0,360000.0,360000.0,19660.5
90000.0,254700.0,225000.0,25321.5
135000.0,229500.0,229500.0,23512.5
81000.0,364896.0,315000.0,16200.0
81000.0,276277.5,238500.0,19777.5
135000.0,213588.0,153000.0,11034.0
270000.0,135000.0,135000.0,14539.5
202500.0,284400.0,225000.0,10719.0
157500.0,254700.0,225000.0,26887.5
90000.0,242595.0,202500.0,13288.5
135000.0,239850.0,225000.0,23850.0
112500.0,382761.0,319500.0,20893.5
112500.0,67500.0,67500.0,7218.0
135000.0,247500.0,247500.0,12375.0
112500.0,360000.0,360000.0,17446.5
126000.0,225000.0,225000.0,17775.0
90000.0,314055.0,238500.0,13963.5
135000.0,198085.5,171000.0,20929.5
157500.0,269550.0,225000.0,19300.5
270000.0,135000.0,135000.0,6750.0
117000.0,239850.0,225000.0,23364.0
225000.0,301536.0,216000.0,14634.0
81000.0,188685.0,157500.0,13261.5
112500.0,332946.0,238500.0,17127.0
180000.0,381528.0,315000.0,18684.0
81000.0,299772.0,247500.0,19287.0
72000.0,225000.0,225000.0,12204.0
270000.0,225000.0,225000.0,23872.5
225000.0,239850.0,225000.0,28593.0
144000.0,177903.0,148500.0,14391.0
72000.0,254700.0,225000.0,24939.0
157500.0,309420.0,202500.0,11110.5
225000.0,104256.0,90000.0,10683.0
139500.0,242595.0,202500.0,14787.0
135000.0,277969.5,229500.0,16087.5
112500.0,225000.0,225000.0,11619.0
157500.0,180000.0,180000.0,9000.0
90000.0,225000.0,225000.0,14778.0
67500.0,284400.0,225000.0,8752.5
76500.0,130500.0,130500.0,8721.0
90000.0,261000.0,261000.0,20749.5
157500.0,299772.0,247500.0,19287.0
81000.0,339948.0,315000.0,23787.0
90000.0,119893.5,103500.0,13041.0
90000.0,202500.0,202500.0,10125.0
103500.0,314055.0,238500.0,16164.0
135000.0,274500.0,274500.0,19651.5
67500.0,135000.0,135000.0,6750.0
90000.0,180000.0,180000.0,9000.0
157500.0,315000.0,315000.0,20637.0
144000.0,309420.0,202500.0,11794.5
108000.0,298512.0,270000.0,16798.5
202500.0,225000.0,225000.0,18171.0
